real,imaginary
-31.980839795891512,31.096610597400613
-33.37717451795903,-32.556773867865154
-33.37717451795873,32.55677386786486
-47.43511052414787,0.00000000000005872637930971764
-9.568341525822968,-0.00000000000019451206265890695
-9.774892683499015,0.000000000000048744195028814373
-18.9718436746732,23.44039773154754
-18.71791358312109,24.682280186384677
-18.971843674673245,-23.440397731547357
-18.717913583121312,-24.682280186384745
-21.467747184309,27.60269709359734
-20.96839365020618,26.745663915489445
-21.467747184308823,-27.60269709359707
-22.710453356772376,26.703786039619967
-20.968393650206437,-26.7456639154894
-39.73814331132633,25.59106445891341
-24.2091649330959,29.888118970575626
-24.43650070779998,-30.778377259885016
-22.710453356772625,-26.703786039619825
-38.78619325431396,24.054718044352065
-39.73814331132594,-25.591064458913692
-24.209164933096087,-29.888118970575526
-26.338751219132483,31.45376857679924
-38.78619325431395,-24.05471804435196
-26.338751219132664,-31.453768576799344
-37.94088209047955,27.195616946541783
-26.241146454308602,-29.217801932082935
-31.99348689925611,-32.59959308776911
-37.94088209047915,-27.19561694654165
-31.993486899256137,32.599593087769044
-35.78932305162721,-29.60110486241115
-32.715958196679466,-29.80735357657182
-32.99416507874596,-31.981828844626442
-32.99416507874556,31.98182884462627
-35.78932305162775,29.601104862411265
-32.715958196679345,29.807353576571735
-34.335451797899104,-28.56545000716136
-38.75190143665709,-23.270624142241804
-37.244505276889164,-27.698690850477135
-26.241146454308616,29.21780193208301
-37.24450527688929,27.69869085047707
-34.4641817193713,30.539004166862455
-34.33545179789957,28.565450007161363
-34.464181719371695,-30.539004166862295
-33.26319552291941,31.300520434853027
-33.26319552291968,-31.300520434853425
-41.645195421745704,-17.688727519004747
-41.645195421745335,17.688727519004626
-18.6052129030332,-22.36189754722288
-38.751901436656574,23.27062414224171
-22.83898886683436,25.80741212016811
-25.968710753425654,30.849557988099924
-22.838988866834757,-25.80741212016847
-25.968710753425377,-30.849557988099388
-27.41996900911122,29.27875325590569
-27.41996900911105,-29.278753255905453
-27.222290113630276,31.241978848668055
-27.22229011363044,-31.24197884866795
-38.41095179652708,25.33283029905455
-35.89209378174358,-26.025448011122034
-38.410951796527485,-25.332830299054557
-34.91027836812375,29.572611627822386
-37.2103989389987,-27.126766974108204
-34.91027836812381,-29.572611627822287
-32.079859218101156,-29.02188810263268
-35.89209378174357,26.0254480111223
-32.079859218101134,29.02188810263288
-37.210398938998445,27.12676697410818
-30.280485002213577,32.01592925050081
-30.280485002213368,-32.01592925050025
-37.30234487487557,-26.33510313956782
-37.3023448748754,26.335103139567813
-25.81515470797294,29.618585862496627
-30.850352819268124,-31.712550275651694
-30.850352819268164,31.712550275651626
-28.913301196281093,31.14274195083535
-28.91330119628089,-31.142741950835394
-32.39018291952811,-30.962669175991405
-30.48342417782012,-31.442105631657757
-25.81515470797273,-29.618585862496502
-30.483424177819682,31.44210563165757
-29.440449103185028,-28.46792555609007
-32.39018291952804,30.96266917599149
-29.440449103184974,28.467925556089938
-31.92738585925659,30.8079054174169
-31.927385859257118,-30.807905417417476
-38.6768391612911,-23.771590730210267
-18.60521290303316,22.36189754722276
-38.676839161291305,23.771590730210505
-26.18338941104507,-27.227062942131855
-26.183389411045088,27.227062942131933
-34.432339298469145,-28.320316987375026
-26.70830733513775,-29.338740788121243
-28.22811754975629,-29.907792189906807
-28.2281175497562,29.907792189906722
-26.70830733513773,29.338740788121292
-30.34032964912622,30.178834917266723
-21.074823470148072,-23.855441051692015
-24.7669521687661,-26.20565001199866
-23.933068452994622,-26.899602200771458
-34.983278645019745,-25.279944897616012
-23.933068452994355,26.899602200771298
-24.766952168765723,26.205650011998745
-35.89774348350561,-26.858839220536282
-34.98327864501949,25.279944897615756
-35.89774348350577,26.858839220536396
-24.313541633174243,25.21790140342006
-35.258332204831916,-27.437988728936187
-34.43233929846888,28.320316987374582
-35.258332204831625,27.437988728935963
-32.668747187882424,-27.07863305119974
-32.66874718788229,27.07863305119956
-28.678730336950387,-27.643512645710594
-28.678730336950494,27.643512645710835
-30.340329649126648,-30.17883491726683
-27.54950817905728,27.023940658084182
-27.54950817905752,-27.0239406580842
-28.083333873314864,-29.124771563710997
-32.03166935634597,26.695899805725446
-33.43038328948917,28.671853828506066
-28.083333873314846,29.124771563711086
-32.031669356345986,-26.695899805725336
-33.43038328948979,-28.671853828505988
-13.340417885778473,-0.00000000000005946632075648495
-40.17037578964694,-16.743999911053372
-39.90907438894079,-17.192516385789656
-40.170375789646826,16.743999911053447
-39.90907438894081,17.19251638578957
-21.074823470148054,23.855441051691994
-35.59505577021376,25.663322966626584
-35.59505577021384,-25.663322966626698
-24.313541633174285,-25.21790140342
-23.615485286130045,-25.70849173957402
-23.615485286130255,25.70849173957399
-25.510372073603335,-25.523737866851192
-25.51037207360302,25.52373786685099
-32.43606665647092,28.27318955959884
-32.436066656470786,-28.273189559598652
-27.48091322336857,28.678216265297223
-27.151899831102533,-28.34224475153713
-27.480913223368464,-28.678216265297
-30.13558135420726,-28.65032488615066
-27.151899831102398,28.342244751537205
-30.135581354207147,28.65032488615054
-29.97379623860226,-26.433324226865963
-26.2572493806099,-27.217167768306936
-26.257249380610144,27.217167768306897
-29.97379623860168,26.433324226865636
-30.502586239270137,-27.974695915426253
-28.553620958396476,-28.205979855786488
-30.502586239270066,27.974695915426103
-27.168285399778448,-27.5616288530576
-27.16828539977858,27.561628853057652
-28.553620958396802,28.205979855786904
-15.732859026273012,-10.687014355168113
-15.732859026272964,10.687014355167998
-13.662147910908768,-0.00000000000006101767069243476
-15.759501708500459,-0.000000000000024394946597393534
-39.57882190439346,18.18852618074635
-18.348020147363975,15.278287687614226
-20.635242051149284,19.783052516522304
-19.599678092581424,18.549474842474005
-20.590762375063253,20.035519428689895
-23.759943945597445,24.80779296190724
-35.64113311169407,24.00022490548116
-39.57882190439362,-18.188526180746365
-19.599678092581897,-18.54947484247428
-20.635242051148886,-19.783052516522158
-20.5907623750631,-20.035519428689863
-33.71679878597903,26.35299513626091
-23.09290360319875,-23.552346726308294
-33.1178556996966,24.299461378096293
-23.759943945597396,-24.807792961907236
-35.64113311169397,-24.000224905480895
-32.78229927953104,26.68973444903649
-33.716798785978895,-26.352995136260848
-33.11785569969689,-24.299461378096098
-34.81812870374635,-24.276752956214597
-28.40090938662633,26.019917184065825
-34.722876108042364,-24.440900442377036
-32.782299279531095,-26.689734449036433
-28.400909386626093,-26.019917184065736
-32.07013089508197,24.80907483980252
-32.070130895082045,-24.809074839802307
-26.62590932447038,-26.79126401004297
-30.595695814061557,27.561971585727438
-26.625909324470403,26.79126401004301
-30.595695814061536,-27.561971585727353
-42.95694807548336,0.000000000000043263603989097726
-40.561340609339894,-11.633670757011897
-40.56134060934014,11.633670757012132
-42.57917419206393,-0.00000000000010561191312777342
-17.138051492128707,12.867426008464735
-22.094887240979936,-20.584890599091082
-23.050979234559335,-23.783886433627913
-37.11094220670339,19.121205233328816
-22.094887240979812,20.58489059909124
-34.81812870374648,24.276752956214636
-34.7228761080427,24.44090044237729
-23.050979234559097,23.783886433627753
-24.43094976102845,-23.370970751182316
-23.092903603198657,23.55234672630822
-24.430949761028494,23.370970751182355
-25.793564266467516,-26.08235255616694
-25.793564266467893,26.08235255616695
-32.13194340676325,26.32947489295197
-32.13194340676334,-26.3294748929523
-28.892049668096895,-27.137657188972184
-26.454621526159848,-26.276500131885665
-26.135225862212,-25.691575723719836
-30.551247504897642,-26.461171512481002
-28.892049668097037,27.13765718897234
-26.45462152615971,26.276500131885786
-26.13522586221208,25.691575723720025
-30.551247504897688,26.461171512481094
-37.54226774923422,15.997492497953724
-18.773010725502814,13.693575525068406
-42.3710187154199,-0.00000000000010573443638992827
-38.46942793650376,12.16584345463515
-41.42819207787304,-0.00000000000001874491946631235
-17.138051492128668,-12.867426008464667
-37.54226774923462,-15.997492497953536
-37.110942206703804,-19.12120523332914
-18.348020147363993,-15.278287687614556
-18.773010725502758,-13.693575525068495
-20.835827203134183,17.113557529341538
-33.95475433982652,22.712724339456148
-30.168405474654087,26.154096596725
-20.835827203134166,-17.113557529341563
-25.96589082119565,23.378599664149363
-25.78343398342611,25.11763517713701
-33.954754339826536,-22.712724339456084
-25.78343398342612,-25.117635177137007
-30.168405474654225,-26.15409659672506
-25.965890821195693,-23.378599664149444
-25.70237030938339,24.789205233926427
-25.702370309383564,-24.78920523392622
-21.700781926158296,-19.892160966263084
-31.45522845775385,-24.765389909567688
-21.700781926158253,19.89216096626309
-37.3364432440391,-17.166754728871222
-29.221207136081997,24.21275899564113
-32.49730447508183,-21.59925819037497
-29.221207136082285,-24.21275899564104
-30.879897489980358,-25.16072420346749
-17.869984730169417,9.193750742516997
-18.93077537839623,14.82957270554649
-17.869984730169527,-9.19375074251698
-18.93951428151805,12.701207483194265
-37.33644324403921,17.166754728870917
-18.939514281517887,-12.70120748319425
-18.930775378396234,-14.829572705546378
-19.880980864474918,16.37266136793564
-18.256069024178725,11.911655513973882
-38.469427936503656,-12.165843454635073
-41.981563583515786,-0.2879330773918257
-41.98156358351535,0.28793307739196156
-19.880980864474935,-16.37266136793562
-41.841876911897906,0.4713869281538733
-41.84187691189821,-0.47138692815368616
-36.09993482926362,18.5783957775066
-34.59858379416343,21.02641385867672
-27.513252139411456,23.699155801637758
-32.497304475081826,21.59925819037514
-28.774390993966925,25.592554461409584
-30.879897489980504,25.16072420346762
-36.0999348292637,-18.578395777506444
-31.455228457753854,24.76538990956782
-34.5985837941632,-21.02641385867646
-30.271476006881514,25.10634849854732
-27.513252139411584,-23.699155801638007
-30.906002371137316,23.053751877316238
-28.774390993967103,-25.592554461409538
-38.200936405875424,-14.227733097687477
-30.906002371137504,-23.053751877316564
-30.271476006881212,-25.106348498546897
-31.21952218042776,24.409364529406716
-32.19960358553721,23.67853061949145
-32.199603585537425,-23.67853061949161
-31.21952218042774,-24.40936452940665
-33.68038933111065,-19.594059126273553
-33.680389331110156,19.594059126273425
-28.708698778847683,23.48206017775161
-28.708698778847562,-23.482060177751663
-28.48687061150953,25.22035319601345
-33.64384759927268,-21.105793879936147
